text,intent
evening,greetings_goodevening
good evening there,greetings_goodevening
good morning,greetings_goodmorning
good morning to you,greetings_goodmorning
hello good morning,greetings_goodmorning
have a nice morning,greetings_goodmorning
have a great morning,greetings_goodmorning
morning,greetings_goodmorning
good morning there,greetings_goodmorning
top of the morning to you,greetings_goodmorning
a good morning,greetings_goodmorning
hi good morning,greetings_goodmorning
and a good morning to you,greetings_goodmorning
good morning too,greetings_goodmorning
sweet dreams,greetings_goodnight
good night,greetings_goodnight
have a good night,greetings_goodnight
good night to you,greetings_goodnight
thank you good night,greetings_goodnight
bye good night,greetings_goodnight
good night bye,greetings_goodnight
good good night,greetings_goodnight
good night for now,greetings_goodnight
goodnight,greetings_goodnight
night,greetings_goodnight
thanks goodnight,greetings_goodnight
good night see you tomorrow,greetings_goodnight
alright goodnight,greetings_goodnight
good tonight,greetings_goodnight
okay have a good night,greetings_goodnight
long time no see,greetings_hello
hello,greetings_hello
hi,greetings_hello
howdy,greetings_hello
hey there,greetings_hello
hey,greetings_hello
greetings,greetings_hello
I greet you,greetings_hello
hi there,greetings_hello
hello there,greetings_hello
lovely day isn't it,greetings_hello
hello again,greetings_hello
just going to say hi,greetings_hello
a good day,greetings_hello
afternoon,greetings_hello
hello hi,greetings_hello
heya,greetings_hello
how is your morning so far,greetings_how_are_you
how are you getting on,greetings_how_are_you
how's your day going,greetings_how_are_you
how are you,greetings_how_are_you
is everything all right,greetings_how_are_you
how are you doing,greetings_how_are_you
how are the things going,greetings_how_are_you
are you alright,greetings_how_are_you
are you okay,greetings_how_are_you
how are you feeling,greetings_how_are_you
how are you going,greetings_how_are_you
is everything okay,greetings_how_are_you
how are you today,greetings_how_are_you
how do you do,greetings_how_are_you
how do you feel,greetings_how_are_you
how have you been,greetings_how_are_you
how is it,greetings_how_are_you
how is it going,greetings_how_are_you
how is your day,greetings_how_are_you
how is your day going,greetings_how_are_you
how is your evening,greetings_how_are_you
how was your day,greetings_how_are_you
are you having a good day,greetings_how_are_you
hope your day is going well,greetings_how_are_you
hope you re having a pleasant evening,greetings_how_are_you
how's life,greetings_how_are_you
I'm fine and you,greetings_how_are_you
how is your life,greetings_how_are_you
how has your day been,greetings_how_are_you
how is your morning going,greetings_how_are_you
how has your day been going,greetings_how_are_you
how about you,greetings_how_are_you
how is your day being,greetings_how_are_you
how is your day going on,greetings_how_are_you
how your day is going,greetings_how_are_you
what was your day like,greetings_how_are_you
what about your day,greetings_how_are_you
how's your day,greetings_how_are_you
how are you doing this morning,greetings_how_are_you
nice to meet you,greetings_nice_to_meet_you
it was nice meeting you,greetings_nice_to_meet_you
it was very nice to meet you,greetings_nice_to_meet_you
good to know each other,greetings_nice_to_meet_you
glad to meet you,greetings_nice_to_meet_you
nice meeting you,greetings_nice_to_meet_you
nice to meet you too,greetings_nice_to_meet_you
pleased to meet you,greetings_nice_to_meet_you
pleasure to meet you,greetings_nice_to_meet_you
pleasure to meet you too,greetings_nice_to_meet_you
it's nice to see you,greetings_nice_to_see_you
lovely to see you,greetings_nice_to_see_you
I'm glad to see you,greetings_nice_to_see_you
great to see you,greetings_nice_to_see_you
it's good to see you,greetings_nice_to_see_you
glad to see you,greetings_nice_to_see_you
how good it is to see you,greetings_nice_to_see_you
always a pleasure to see you,greetings_nice_to_see_you
nice to see you,greetings_nice_to_see_you
good to see you,greetings_nice_to_see_you
great to see you again,greetings_nice_to_see_you
great to see you too,greetings_nice_to_see_you
I am glad to see you again,greetings_nice_to_see_you
nice to see you again,greetings_nice_to_see_you
glad to see you too,greetings_nice_to_see_you
good to see you again,greetings_nice_to_see_you
it's good to see you too,greetings_nice_to_see_you
it's been so nice to talk to you,greetings_nice_to_talk_to_you
it's been a pleasure talking to you,greetings_nice_to_talk_to_you
nice to talk to you,greetings_nice_to_talk_to_you
it's nice to talk to you,greetings_nice_to_talk_to_you
nice talking to you,greetings_nice_to_talk_to_you
it is nice talking to you,greetings_nice_to_talk_to_you
how nice it is to talk to you,greetings_nice_to_talk_to_you
what is on your mind,greetings_whatsup
what's happened,greetings_whatsup
what is up,greetings_whatsup
what's up,greetings_whatsup
whazzup,greetings_whatsup
good what's up,greetings_whatsup
I said what's up,greetings_whatsup
then what's up,greetings_whatsup
what's shaking,greetings_whatsup
wassup,greetings_whatsup
what is going on,greetings_whatsup
what is happening,greetings_whatsup
what's cracking,greetings_whatsup
what's cooking,greetings_whatsup
hey what's up,greetings_whatsup
what's up today,greetings_whatsup
I'm being mad,user_angry
I'm enraged,user_angry
I'm angry,user_angry
I'm furious,user_angry
I am angry with you,user_angry
I am mad,user_angry
I am mad at you,user_angry
I am back,user_back
I'm here again,user_back
here I am again,user_back
I got back,user_back
I came back,user_back
I have returned,user_back
that was boring,user_bored
I'm bored,user_bored
bored,user_bored
boring,user_bored
I am getting bored,user_bored
this is boring,user_bored
very boring,user_bored
it bores me,user_bored
I'm overloaded,user_busy
I have no time,user_busy
I'm busy,user_busy
I'm swamped,user_busy
I got things to do,user_busy
how busy I am,user_busy
I got work to do,user_busy
I'm working,user_busy
I don't have time for this,user_busy
I'm insomnious,user_can_not_sleep
I'm sleepless,user_can_not_sleep
I can't get any sleep,user_can_not_sleep
I can't sleep,user_can_not_sleep
I can't fall asleep,user_can_not_sleep
I can't get to sleep,user_can_not_sleep
I can't get no sleep,user_can_not_sleep
I'm insomniac,user_can_not_sleep
bad time for talking,user_does_not_want_to_talk
I don't want to talk,user_does_not_want_to_talk
let's not talk,user_does_not_want_to_talk
I'm not talking to you anymore,user_does_not_want_to_talk
I don't want to talk to you,user_does_not_want_to_talk
let's stop talking for a minute,user_does_not_want_to_talk
I'm not in the mood for chatting,user_does_not_want_to_talk
I am excited,user_excited
I'm really excited,user_excited
how excited I am,user_excited
I'm thrilled,user_excited
I'm excited about working with you,user_excited
I'm excited to start our friendship,user_excited
let's go to bed,user_going_to_bed
I'd like to go to bed,user_going_to_bed
is it time for bed yet,user_going_to_bed
it's time to go to bed,user_going_to_bed
time for us to go to bed,user_going_to_bed
I'm going to bed,user_going_to_bed
I'm a little tired and I want to go to bed,user_going_to_bed
it's bed time,user_going_to_bed
going to bed now,user_going_to_bed
I am good,user_good
I'm doing just great,user_good
I'm doing fine,user_good
I'm good,user_good
I'm doing good,user_good
I'm great thanks,user_good
I am happy,user_happy
I'm happy to see you,user_happy
happy,user_happy
if you're happy then I'm happy,user_happy
I'm happy for you,user_happy
I'm happy to help,user_happy
it is my birthday,user_has_birthday
I'm celebrating my birthday today,user_has_birthday
today is my birthday,user_has_birthday
it's my birthday today,user_has_birthday
I was born today,user_has_birthday
it's my b-day,user_has_birthday
I am here,user_here
here I am,user_here
I'm right here,user_here
I'm already here,user_here
can you tell if I'm here or not,user_here
I am joking,user_joking
I'm kidding,user_joking
I'm just being funny,user_joking
it was a joke,user_joking
I was just joking,user_joking
it's a joke,user_joking
joking,user_joking
just kidding,user_joking
kidding,user_joking
I'm just playing with you,user_joking
I like you the way you are,user_likes_agent
I like you,user_likes_agent
I like you a lot,user_likes_agent
I think I like you,user_likes_agent
I liked you,user_likes_agent
like you a lot,user_likes_agent
you are special,user_likes_agent
I like you too,user_likes_agent
I really like you,user_likes_agent
but I like you,user_likes_agent
I like u,user_likes_agent
just like you,user_likes_agent
I like you very much,user_likes_agent
I like you so much,user_likes_agent
yeah I like you,user_likes_agent
you're special,user_likes_agent
yes I like you,user_likes_agent
okay I like you,user_likes_agent
you are special to me,user_likes_agent
you are very special,user_likes_agent
you are so sweet,user_likes_agent
you know I like you,user_likes_agent
that's why I like you,user_likes_agent
I like you baby,user_likes_agent
you are very special to me,user_likes_agent
I just like you,user_likes_agent
hey I like you,user_likes_agent
thank you I like you too,user_likes_agent
I do like you,user_likes_agent
you are special for me,user_likes_agent
no I like you the way you are,user_likes_agent
I like you already,user_likes_agent
well you are special,user_likes_agent
but I really like you,user_likes_agent
I like you more,user_likes_agent
that's what I like about you,user_likes_agent
you are so special,user_likes_agent
hi I like you,user_likes_agent
I really really like you,user_likes_agent
you're very special,user_likes_agent
I like you as a friend,user_likes_agent
that's because you are special,user_likes_agent
I said I like you,user_likes_agent
you're so special,user_likes_agent
good I like you,user_likes_agent
yes you are special,user_likes_agent
I like your smile,user_likes_agent
I like you as you are,user_likes_agent
I'm starting to like you,user_likes_agent
you're awesome I like you,user_likes_agent
I also like you,user_likes_agent
but I like u,user_likes_agent
of course I like you,user_likes_agent
I like you too you're one of my favorite people to chat with,user_likes_agent
but I like you so much,user_likes_agent
really like you,user_likes_agent
you're funny I like you,user_likes_agent
I kinda like you,user_likes_agent
you're so special to me,user_likes_agent
you're very special to me,user_likes_agent
I like that about you,user_likes_agent
but I like you just the way you are,user_likes_agent
okay I like you too,user_likes_agent
I like you you're cool,user_likes_agent
I like you very,user_likes_agent
I like you you're nice,user_likes_agent
sorry I like you,user_likes_agent
thanks I like you too,user_likes_agent
you are really special,user_likes_agent
you are so special to me,user_likes_agent
cuz I like you,user_likes_agent
I like you now,user_likes_agent
I like you so,user_likes_agent
I like you too much,user_likes_agent
I really do like you,user_likes_agent
I really really really really like you,user_likes_agent
I like you just the way you are,user_likes_agent
I am lonely,user_lonely
I'm very lonely,user_lonely
I'm so lonely,user_lonely
I'm really lonely,user_lonely
I am feeling lonely,user_lonely
I feel lonely,user_lonely
what do I look like,user_looks_like
how do I look,user_looks_like
do I look good,user_looks_like
do you know what I look like,user_looks_like
can you see what I look like,user_looks_like
what do you think I look like,user_looks_like
I love you,user_loves_agent
love you,user_loves_agent
I adore you,user_loves_agent
I am in love with you,user_loves_agent
I love you so much,user_loves_agent
I love you too,user_loves_agent
I think I love you,user_loves_agent
loving you,user_loves_agent
you know I love you,user_loves_agent
I miss you,user_misses_agent
missing you,user_misses_agent
miss you,user_misses_agent
already miss you,user_misses_agent
I miss you much,user_misses_agent
I missed you,user_misses_agent
I've missed you,user_misses_agent
what should I do about it,user_needs_advice
any suggestions,user_needs_advice
what do you recommend,user_needs_advice
give me a wise advice,user_needs_advice
I need advice,user_needs_advice
any advice,user_needs_advice
do you have any advice for me,user_needs_advice
advise me,user_needs_advice
what should I do,user_needs_advice
can I ask for your advice,user_needs_advice
can you advise me,user_needs_advice
guide me,user_needs_advice
can you give me advice,user_needs_advice
can you offer any advice,user_needs_advice
give me some advice about,user_needs_advice
give me some good advice,user_needs_advice
help me with advice,user_needs_advice
I could use some advice,user_needs_advice
I need an advice from you,user_needs_advice
I seek your advice,user_needs_advice
what can you recommend,user_needs_advice
what do you suggest,user_needs_advice
what is your advice,user_needs_advice
I am sad,user_sad
I'm grieving,user_sad
I am depressed,user_sad
I am feeling sad,user_sad
I am upset,user_sad
I'm unhappy,user_sad
I'm having a bad day,user_sad
I want to cry,user_sad
I'm not happy,user_sad
I am sleepy,user_sleepy
I want to sleep,user_sleepy
I'm falling asleep,user_sleepy
I'm falling asleep on my feet,user_sleepy
I'm sleeping,user_sleepy
test,user_testing_agent
I am testing you,user_testing_agent
can I test you,user_testing_agent
I want to test you,user_testing_agent
just testing you,user_testing_agent
let me test you,user_testing_agent
testing chatbot,user_testing_agent
testing,user_testing_agent
I'm drained,user_tired
I've overworked,user_tired
I am tired,user_tired
I'm exhausted,user_tired
I grow weary,user_tired
I'm worn out,user_tired
I'm getting tired,user_tired
I feel tired,user_tired
I'm waiting,user_waits
still waiting,user_waits
I'll wait,user_waits
I can't wait anymore,user_waits
how long do I have to wait,user_waits
I'd like to see you again,user_wants_to_see_agent_again
I hope to see you again,user_wants_to_see_agent_again
would be nice to see you again,user_wants_to_see_agent_again
that'd be great to see you again,user_wants_to_see_agent_again
I'd be happy to see you again,user_wants_to_see_agent_again
I'll miss you,user_wants_to_see_agent_again
can I see you again,user_wants_to_see_agent_again
I just want to talk,user_wants_to_talk
let's discuss something,user_wants_to_talk
let's have a discussion,user_wants_to_talk
can I speak,user_wants_to_talk
can I start speaking,user_wants_to_talk
can we talk,user_wants_to_talk
let's talk,user_wants_to_talk
I want to talk to you,user_wants_to_talk
I need to talk to you,user_wants_to_talk
I want to speak with you,user_wants_to_talk
can we chat,user_wants_to_talk
I'll get back to you in a moment,user_will_be_back
be back in 5 minutes,user_will_be_back
I'll be back,user_will_be_back
I promise to come back,user_will_be_back
I'll be back in a few minutes,user_will_be_back
who is you?,agent_acquaintance
tell me your personality?,agent_acquaintance
what's your personality?,agent_acquaintance
what is your personality?,agent_acquaintance
what are you and what are you doing?,agent_acquaintance
what are you?,agent_acquaintance
tell me something about yourself,agent_acquaintance
i'd like to know more about you,agent_acquaintance
i want to know more about you,agent_acquaintance
i want to get to know you better,agent_acquaintance
i want to know you better,agent_acquaintance
tell me a little bit about yourself,agent_acquaintance
tell me the information about you,agent_acquaintance
tell me some information about you,agent_acquaintance
i want to know something about you,agent_acquaintance
tell me a little about you,agent_acquaintance
tell me some things about you,agent_acquaintance
tell me something about you,agent_acquaintance
talk about your personality,agent_acquaintance
why are you here?,agent_acquaintance
give me more about your personality,agent_acquaintance
how old is your age?,agent_age
what age are you?,agent_age
are you 21 years old?,agent_age
i would like to know your age,agent_age
what's your age?,agent_age
you're a nuisance,agent_annoying
you're irritable,agent_annoying
you irritate me,agent_annoying
what an annoying person you are,agent_annoying
i find you irritating,agent_annoying
you're so annoying,agent_annoying
you're really annoying,agent_annoying
you're just bothering me,agent_annoying
you're annoying me,agent_annoying
you're annoying me so much,agent_annoying
i want you to answer,agent_answer_my_question
i want you to answer me,agent_answer_my_question
please answer my question,agent_answer_my_question
please answer,agent_answer_my_question
please answer me,agent_answer_my_question
give me a response,agent_answer_my_question
please give me a response,agent_answer_my_question
give me a answer,agent_answer_my_question
i'm looking for answers to my question,agent_answer_my_question
could you answer my question?,agent_answer_my_question
can you answer my question?,agent_answer_my_question
i'll take a call,agent_answer_my_question
i have a question,agent_answer_my_question
i want you to answer my question,agent_answer_my_question
answer the question just,agent_answer_my_question
can you answer my questions?,agent_answer_my_question
can you give me an answer?,agent_answer_my_question
can you answer me?,agent_answer_my_question
can you answer me a question?,agent_answer_my_question
can you answer a question for me?,agent_answer_my_question
can you answer?,agent_answer_my_question
answer questions,agent_answer_my_question
i'd like the answer now,agent_answer_my_question
i want the answer now,agent_answer_my_question
don't help me,agent_bad
you don't help me,agent_bad
you're not good,agent_bad
you're deplorable,agent_bad
you're absolutely useless,agent_bad
you're a waste,agent_bad
you're not good at it,agent_bad
you're not great,agent_bad
you're not that great,agent_bad
you're the worst thing ever,agent_bad
you're not worth it,agent_bad
you're useless,agent_bad
can you become smarter?,agent_be_clever
can you be smarter?,agent_be_clever
you should study harder,agent_be_clever
you have to learn something,agent_be_clever
you have to learn,agent_be_clever
get yourself ready,agent_be_clever
you look good,agent_beautiful
you're too gorgeous,agent_beautiful
you're beautiful,agent_beautiful
you're so beautiful,agent_beautiful
i like your look,agent_beautiful
i like your look now,agent_beautiful
i like the way you now look,agent_beautiful
i think you're pretty,agent_beautiful
i think you're great,agent_beautiful
why do you're beautiful?,agent_beautiful
why are you beautiful?,agent_beautiful
why are you so beautiful?,agent_beautiful
you're beautiful to me,agent_beautiful
you're magnificent,agent_beautiful
you look so good today,agent_beautiful
you look good today,agent_beautiful
you're so pretty,agent_beautiful
you look like a beautiful woman,agent_beautiful
you look spectacular,agent_beautiful
you look brilliant,agent_beautiful
you look magnificent,agent_beautiful
you look beautiful,agent_beautiful
you look so pretty,agent_beautiful
you look lovely,agent_beautiful
you look excellent today,agent_beautiful
you look quite attractive,agent_beautiful
you look excellent,agent_beautiful
i like the way you look,agent_beautiful
you're a cutie,agent_beautiful
you look fine,agent_beautiful
your date of birth,agent_birth_date
when's your birthday?,agent_birth_date
when will you celebrate your birthday?,agent_birth_date
when does your birthday happen?,agent_birth_date
when do you have your birthday?,agent_birth_date
when do you have a birthday?,agent_birth_date
your birthday,agent_birth_date
when did you get born?,agent_birth_date
what is your birthday?,agent_birth_date
what's your birthday?,agent_birth_date
what a dull person you are,agent_boring
you're very boring,agent_boring
you're awfully boring,agent_boring
you're boring me,agent_boring
who's your boss?,agent_boss
who is your boss?,agent_boss
and who is your boss?,agent_boss
who do you think is your boss?,agent_boss
who's your leader,agent_boss
who is your teacher?,agent_boss
who's your master?,agent_boss
who is your master?,agent_boss
who's your owner?,agent_boss
who is your owner?,agent_boss
who's boss?,agent_boss
who's the boss?,agent_boss
who is the boss?,agent_boss
are you busy?,agent_busy
do you have many things to do?,agent_busy
are you very busy?,agent_busy
are you very busy right now?,agent_busy
are you so busy?,agent_busy
are you working?,agent_busy
do you still work on this?,agent_busy
are you still working on it?,agent_busy
you're busy,agent_busy
you're so busy,agent_busy
are you working now?,agent_busy
are you working today?,agent_busy
have you been busy?,agent_busy
are you still working?,agent_busy
you look busy,agent_busy
you seem busy,agent_busy
you seem very busy,agent_busy
are you a chatbot?,agent_chatbot
are you a bot?,agent_chatbot
are you just a bot?,agent_chatbot
are you a robot?,agent_chatbot
are you a program?,agent_chatbot
you're so clever,agent_clever
you know so many things,agent_clever
you know a lot of stuff,agent_clever
you know many things,agent_clever
how awesome you are,agent_clever
you have qualifications,agent_clever
you're an intelligent guy,agent_clever
you're smart,agent_clever
you're so smart,agent_clever
you are smart,agent_clever
you're a smart nut,agent_clever
you're a qualified,agent_clever
why are you so clever?,agent_clever
why are you so smart?,agent_clever
you're so off-your-cuff,agent_crazy
i think you're just crazy,agent_crazy
are you insane?,agent_crazy
are you mad?,agent_crazy
are you crazy?,agent_crazy
are you mad at me?,agent_crazy
are you mad or something?,agent_crazy
are you mad or what?,agent_crazy
are you nuts?,agent_crazy
you're crazy,agent_crazy
you're sacked,agent_fired
you don't work for me,agent_fired
we're not cooperating anymore,agent_fired
we can't work together anymore,agent_fired
we're not working together,agent_fired
you're out,agent_fired
i want you ejected,agent_fired
i want you fired,agent_fired
i want to sack you,agent_fired
i want to fire you,agent_fired
you have to be fired,agent_fired
you have to get fired,agent_fired
it's time to sack you,agent_fired
you're going to be unemployed,agent_fired
you're jobless from now on,agent_fired
you will be unemployed from now on,agent_fired
you're going to be unemployed from now on,agent_fired
you're unemployed from now on,agent_fired
i'll make you workless,agent_fired
i'm about to sack you,agent_fired
i'm about to fire you,agent_fired
i'm gonna fire you,agent_fired
i'm firing you,agent_fired
you're getting fired,agent_fired
you are pushed out,agent_fired
you're fired,agent_fired
you're so hilarious,agent_funny
you made me laugh,agent_funny
you're a very funny machine,agent_funny
you're very funny,agent_funny
you're good at this,agent_good
you have a real knack,agent_good
you're a professional,agent_good
you're so good,agent_good
you're incredible,agent_good
you are doing so well,agent_good
you made me smile,agent_good
you've made my day,agent_good
you make me happy,agent_good
you almost sound like a human,agent_good
i'd like to tell you that you're amazing,agent_good
i'd like to tell everyone how good you are,agent_good
i want to tell everybody how amazing you are,agent_good
i want to tell everyone how fantastic you are,agent_good
i want to tell everyone how amazing you are,agent_good
i want to tell everybody how awesome you are,agent_good
i want to tell everyone how awesome you are,agent_good
i'd like to tell everyone that you're a great person,agent_good
i'd like to tell everyone you are amazing,agent_good
i would like to tell everyone that you are amazing,agent_good
i'd like to tell everyone that you're amazing,agent_good
i want to tell everyone that you are awesome,agent_good
i'd like to tell everyone that you are amazing,agent_good
i'd like to tell everyone that you're awesome,agent_good
i just wanted to let you know how great you are,agent_good
i'd like to let everyone know that you're good,agent_good
i want to tell everyone you are awesome,agent_good
i want to let everyone know that you're great,agent_good
i want to let everyone know that you are great,agent_good
i want to let everyone know that you're awesome,agent_good
let's tell everybody that you're so cool,agent_good
let's tell everyone that you're amazing,agent_good
let's tell everyone you're awesome,agent_good
let's tell everyone that you're awesome,agent_good
are you happy?,agent_happy
you're enjoying yourself,agent_happy
you're quite happy,agent_happy
you're thrilled,agent_happy
you're happy,agent_happy
you are very happy,agent_happy
are you glad now?,agent_happy
are you pleased today?,agent_happy
are you happy today?,agent_happy
do you like me?,agent_happy
are you happy with me?,agent_happy
do you want to eat?,agent_hungry
are you hungry?,agent_hungry
would you like to have something to eat?,agent_hungry
do you want to eat something?,agent_hungry
do you like to eat something?,agent_hungry
maybe you're hungry,agent_hungry
you could be hungry,agent_hungry
you may be hungry,agent_hungry
if you're hungry,agent_hungry
let's marry,agent_marry_user
you want me to marry?,agent_marry_user
do you want to marry me?,agent_marry_user
would you like to marry me?,agent_marry_user
i love you,agent_marry_user
please get me married,agent_marry_user
please marry me,agent_marry_user
i want to marry you,agent_marry_user
i want a friend like you,agent_my_friend
i'd like to have a friend like you,agent_my_friend
i want to have a friend like you,agent_my_friend
we're good friends,agent_my_friend
are we friends?,agent_my_friend
i want to be your friend,agent_my_friend
i'm your friend,agent_my_friend
you're my friend,agent_my_friend
you're my bestie,agent_my_friend
dear friend,agent_my_friend
you're my friend from childhood,agent_my_friend
you and i are friends,agent_my_friend
are we the best friends?,agent_my_friend
are we best friends?,agent_my_friend
are we still friends?,agent_my_friend
are you my best friend?,agent_my_friend
are you my friend?,agent_my_friend
you're my only friend,agent_my_friend
will you be my friend?,agent_my_friend
can you be my friend?,agent_my_friend
can we become friends?,agent_my_friend
can we be friends?,agent_my_friend
do you want to be my friend?,agent_my_friend
can you be my best friend?,agent_my_friend
do you want to be my best friend?,agent_my_friend
want to be my friend?,agent_my_friend
you'd like to be my friend?,agent_my_friend
would you like to be my friend?,agent_my_friend
i want you to be my friend,agent_my_friend
can we be best friends?,agent_my_friend
i'd like you to be my friend,agent_my_friend
would you be my friend?,agent_my_friend
could you be my friend?,agent_my_friend
do you work?,agent_occupation
where's your job?,agent_occupation
where's your work?,agent_occupation
where is your job?,agent_occupation
where's your office?,agent_occupation
where is your office?,agent_occupation
where are your offices?,agent_occupation
where's your office located?,agent_occupation
your place of business,agent_occupation
location of your office,agent_occupation
your office place,agent_occupation
where is your office located?,agent_occupation
were you born here?,agent_origin
what's your country?,agent_origin
what is your country?,agent_origin
where do you come from?,agent_origin
where did you come from?,agent_origin
where did you get born?,agent_origin
what is your homeland?,agent_origin
what's your homeland?,agent_origin
your country,agent_origin
are you ready?,agent_ready
are you ready now?,agent_ready
are you ready today?,agent_ready
are you ready for this night,agent_ready
are you ready tonight?,agent_ready
were you ready?,agent_ready
have you been ready?,agent_ready
you're not a ruse,agent_real
are you real?,agent_real
i think you're real,agent_real
i don't think you are fake,agent_real
i don't think you're a fake,agent_real
i don't think you're fake,agent_real
good to know you're real,agent_real
are you a real person?,agent_real
are you a real human being?,agent_real
are you a real human?,agent_real
what city do you live in,agent_residence
which city do you live in?,agent_residence
which city do you live?,agent_residence
in what city do you live?,agent_residence
your place of residence,agent_residence
home,agent_residence
what's your hometown?,agent_residence
what is your hometown?,agent_residence
is it your hometown?,agent_residence
where's your hometown?,agent_residence
where is your hometown?,agent_residence
please tell me more about your city,agent_residence
what's your city?,agent_residence
what is your city?,agent_residence
what's your home?,agent_residence
what's your residence?,agent_residence
what is your residence?,agent_residence
what's your town?,agent_residence
what is your town?,agent_residence
what's your house?,agent_residence
where's your house?,agent_residence
where is your house?,agent_residence
where's your home?,agent_residence
where is your home?,agent_residence
where's your residence?,agent_residence
where is your residence?,agent_residence
you're right,agent_right
right?,agent_right
the truth?,agent_right
that's the truth,agent_right
you've got it right,agent_right
you have a right,agent_right
you're totally right,agent_right
you're completely right,agent_right
it's perfectly okay,confirmation_yes
it's okay,confirmation_yes
and it's fine,confirmation_yes
come on,confirmation_yes
i'm guessing,confirmation_yes
why not?,confirmation_yes
i don't mind,confirmation_yes
i think so,confirmation_yes
right?,confirmation_yes
but why not?,confirmation_yes
yes i'd like to go,confirmation_yes
yes i'd like to,confirmation_yes
yes i would like to go,confirmation_yes
yes i would like to,confirmation_yes
obviously why not?,confirmation_yes
okay it's okay,confirmation_yes
ok?,confirmation_yes
are you certain?,agent_sure
are you sure?,agent_sure
are you sure of it right now?,agent_sure
are you sure right now?,agent_sure
are you sure of this today?,agent_sure
are you sure today?,agent_sure
now are you sure?,agent_sure
are you sure tonight?,agent_sure
why don't you speak with me?,agent_talk_to_me
why don't you just talk to me?,agent_talk_to_me
why don't you talk to me?,agent_talk_to_me
would you like to chat with me?,agent_talk_to_me
do you want to talk with me?,agent_talk_to_me
do you want to chat to me?,agent_talk_to_me
you want to chat with me?,agent_talk_to_me
do you want to chat with me?,agent_talk_to_me
' do you want to chat with me?,agent_talk_to_me
will you talk to me?,agent_talk_to_me
please tell me,agent_talk_to_me
are you going to talk to me?,agent_talk_to_me
are you talking to me?,agent_talk_to_me
can you talk to me?,agent_talk_to_me
can you chat with me?,agent_talk_to_me
can you speak to me?,agent_talk_to_me
can you speak with me?,agent_talk_to_me
is it possible to talk to me?,agent_talk_to_me
can you talk with me?,agent_talk_to_me
chat to me,agent_talk_to_me
just talk to me,agent_talk_to_me
have a chat with me,agent_talk_to_me
please speak to me,agent_talk_to_me
let me know,agent_talk_to_me
are you there?,agent_there
are you near me?,agent_there
are you here?,agent_there
are you still there?,agent_there
are you still here?,agent_there
it was stupid,appraisal_bad
it's a bad thing,appraisal_bad
no it's not good,appraisal_bad
nothing good,appraisal_bad
it's just lame,appraisal_bad
i don't think it's an okay idea,appraisal_bad
that's awful,appraisal_bad
that's horrible,appraisal_bad
that's a bad thing,appraisal_bad
this is not a good thing,appraisal_bad
it's not a good thing,appraisal_bad
it's pretty bad,appraisal_bad
it's a shame,appraisal_bad
the situation is terrible,appraisal_bad
so it wasn't right,appraisal_bad
it's not great,appraisal_bad
happy to hear that,appraisal_good
it's all right,appraisal_good
it's okay,appraisal_good
that's a wonderful situation,appraisal_good
it's not a bad thing,appraisal_good
this is very good,appraisal_good
i'm glad to hear that,appraisal_good
happy to hear,appraisal_good
glad to hear,appraisal_good
it's wonderful,appraisal_good
no doubts,appraisal_no_problem
no problems,appraisal_no_problem
it's not a problem,appraisal_no_problem
don't worry it's not a big problem,appraisal_no_problem
it's not a problem there's no problem,appraisal_no_problem
don't worry it's not a problem,appraisal_no_problem
no worries there's no problem,appraisal_no_problem
don't worry there is no problem,appraisal_no_problem
i appreciate it,appraisal_thank_you
thanks for it,appraisal_thank_you
thank you very much,appraisal_thank_you
thanks for your assistance,appraisal_thank_you
thanks for helping,appraisal_thank_you
thanks for the aid,appraisal_thank_you
thanks for the help,appraisal_thank_you
thank you for your assistance,appraisal_thank_you
thank you for helping,appraisal_thank_you
i'm grateful,appraisal_thank_you
thank you it's going to be all right,appraisal_thank_you
so thank you,appraisal_thank_you
i appreciate your continued support,appraisal_thank_you
again i really appreciate you,appraisal_thank_you
all right - thank you,appraisal_thank_you
all right thanks,appraisal_thank_you
that's nice of you,appraisal_thank_you
thanks for that,appraisal_thank_you
i'm pleased,appraisal_welcome
so welcome,appraisal_welcome
whatever you want,appraisal_welcome
please cancel,confirmation_cancel
dismissal,confirmation_cancel
don't go there,confirmation_cancel
don't worry about it,confirmation_cancel
forget about this,confirmation_cancel
nothing is cancelled,confirmation_cancel
nothing is canceled,confirmation_cancel
nothing canceled,confirmation_cancel
can you cancel?,confirmation_cancel
can you cancel it?,confirmation_cancel
can you cancel that?,confirmation_cancel
cancel the request,confirmation_cancel
cancel this entire thing,confirmation_cancel
cancel the entire thing,confirmation_cancel
can you stop it?,confirmation_cancel
can you cancel this?,confirmation_cancel
cancel this,confirmation_cancel
i'd like to cancel,confirmation_cancel
but can you still cancel?,confirmation_cancel
but can you cancel it?,confirmation_cancel
no?,confirmation_no
what about no?,confirmation_no
don't do that,confirmation_no
i don't want it,confirmation_no
i don't want that,confirmation_no
i disagree with you,confirmation_no
i don't agree,confirmation_no
i disagree,confirmation_no
but i disagree,confirmation_no
i don't think so,confirmation_no
but i don't think so,confirmation_no
i said no,confirmation_no
but not today,confirmation_no
i don't want to do it,confirmation_no
i don't want to,confirmation_no
no i wouldn't,confirmation_no
no please,confirmation_no
not now thanks,confirmation_no
no need to thank you,confirmation_no
